football_data_Date,football_data_Time,football_data_HomeTeam,football_data_AwayTeam,football_data_FTHG,football_data_FTAG,football_data_FTR,football_data_HTHG,football_data_HTAG,football_data_HTR,football_data_Referee,football_data_HS,football_data_AS,football_data_HST,football_data_AST,football_data_HF,football_data_AF,football_data_HC,football_data_AC,football_data_HY,football_data_AY,football_data_HR,football_data_AR,football_data_B365H,football_data_B365D,football_data_B365A,football_data_BWH,football_data_BWD,football_data_BWA,football_data_tournament_season
2015-02-14,,Ross County,Motherwell,3.0,2.0,H,1.0,0.0,H,C Murray,11.0,7.0,7.0,6.0,13.0,15.0,8.0,7.0,4.0,1.0,0.0,0.0,2.0,3.6,3.5,2.0,3.6,3.1,14/15
2015-02-14,,St Johnstone,Celtic,1.0,2.0,A,0.0,1.0,A,K Clancy,9.0,19.0,7.0,8.0,8.0,17.0,5.0,9.0,2.0,2.0,0.0,0.0,9.0,5.0,1.33,8.25,4.75,1.3,14/15
2015-02-14,,St Mirren,Inverness CT,1.0,2.0,A,0.0,1.0,A,B Madden,7.0,14.0,3.0,6.0,12.0,17.0,5.0,5.0,0.0,2.0,0.0,0.0,3.6,3.6,1.95,3.6,3.5,1.87,14/15
2015-02-15,,Hamilton,Aberdeen,0.0,3.0,A,0.0,2.0,A,W Collum,9.0,17.0,4.0,10.0,8.0,10.0,5.0,11.0,0.0,0.0,1.0,0.0,4.5,3.7,1.75,3.9,3.5,1.8,14/15
2015-02-21,,Aberdeen,St Mirren,3.0,0.0,H,1.0,0.0,H,K Clancy,16.0,8.0,4.0,3.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,1.33,5.0,8.5,1.34,4.4,7.75,14/15
2015-02-21,,Dundee United,St Johnstone,0.0,2.0,A,0.0,2.0,A,W Collum,8.0,5.0,0.0,4.0,10.0,12.0,11.0,3.0,2.0,0.0,0.0,0.0,1.8,3.8,4.0,1.8,3.4,4.0,14/15
2015-02-21,,Inverness CT,Kilmarnock,3.0,3.0,D,2.0,2.0,D,S McLean,9.0,7.0,5.0,6.0,11.0,20.0,10.0,4.0,1.0,3.0,0.0,0.0,1.55,4.0,5.75,1.53,3.8,5.5,14/15
2015-02-21,,Motherwell,Dundee,0.0,1.0,A,0.0,1.0,A,D Robertson,4.0,6.0,1.0,4.0,17.0,12.0,5.0,7.0,1.0,0.0,0.0,0.0,3.6,3.5,2.0,3.2,3.2,2.1,14/15
2015-02-21,,Partick Thistle,Ross County,1.0,3.0,A,0.0,1.0,A,S Finnie,13.0,10.0,3.0,6.0,16.0,11.0,3.0,6.0,2.0,3.0,0.0,0.0,2.0,3.5,3.6,1.83,3.4,3.8,14/15
2015-02-22,,Celtic,Hamilton,4.0,0.0,H,0.0,0.0,D,B Colvin,22.0,1.0,12.0,0.0,4.0,6.0,13.0,2.0,0.0,2.0,0.0,0.0,1.18,7.0,13.0,1.16,6.25,12.5,14/15
2015-02-24,,Dundee United,Inverness CT,1.0,1.0,D,0.0,1.0,A,C Murray,8.0,7.0,4.0,3.0,17.0,16.0,2.0,2.0,3.0,4.0,1.0,1.0,2.55,3.3,2.65,2.4,3.3,2.6,14/15
2015-02-28,,Dundee United,Partick Thistle,0.0,2.0,A,0.0,2.0,A,G Aitken,4.0,8.0,1.0,3.0,9.0,12.0,5.0,2.0,1.0,0.0,0.0,0.0,2.05,3.4,3.6,1.95,3.5,3.3,14/15
2015-02-28,,Motherwell,Inverness CT,2.0,1.0,H,0.0,0.0,D,A Muir,14.0,10.0,4.0,1.0,12.0,11.0,8.0,4.0,1.0,3.0,1.0,0.0,5.25,4.2,1.57,4.5,3.7,1.65,14/15
2015-02-28,,Ross County,Dundee,1.0,0.0,H,0.0,0.0,D,A Dallas,11.0,5.0,5.0,0.0,14.0,11.0,4.0,1.0,2.0,1.0,0.0,0.0,2.5,3.4,2.7,2.35,3.5,2.6,14/15
2015-02-28,,St Johnstone,Kilmarnock,0.0,0.0,D,0.0,0.0,D,E Anderson,7.0,9.0,5.0,6.0,7.0,15.0,12.0,2.0,4.0,2.0,0.0,0.0,1.91,3.6,3.75,1.83,3.4,3.8,14/15
2015-02-28,,St Mirren,Hamilton,1.0,0.0,H,0.0,0.0,D,A Crawford,11.0,7.0,5.0,1.0,11.0,10.0,10.0,5.0,1.0,2.0,0.0,0.0,2.63,3.5,2.55,2.7,3.4,2.3,14/15
2015-03-01,,Celtic,Aberdeen,4.0,0.0,H,1.0,0.0,H,J Beaton,10.0,10.0,8.0,5.0,14.0,10.0,4.0,8.0,2.0,3.0,0.0,0.0,1.57,3.8,6.0,1.6,3.9,5.0,14/15
2015-03-04,,Celtic,St Johnstone,0.0,1.0,A,0.0,0.0,D,C Murray,13.0,6.0,7.0,3.0,10.0,9.0,7.0,7.0,1.0,2.0,0.0,0.0,1.18,6.5,15.0,1.2,6.0,10.0,14/15
2015-03-07,,Motherwell,Kilmarnock,1.0,1.0,D,1.0,1.0,D,J Beaton,17.0,7.0,8.0,3.0,13.0,13.0,11.0,3.0,1.0,1.0,0.0,1.0,3.0,3.25,2.38,2.95,3.3,2.2,14/15
2015-03-07,,Ross County,Partick Thistle,1.0,0.0,H,1.0,0.0,H,A Muir,7.0,15.0,4.0,4.0,5.0,14.0,2.0,5.0,1.0,4.0,0.0,1.0,2.7,3.2,2.63,2.6,3.3,2.45,14/15
2015-03-13,,Aberdeen,Motherwell,2.0,1.0,H,0.0,1.0,A,A Crawford,14.0,7.0,5.0,4.0,5.0,16.0,7.0,2.0,0.0,3.0,0.0,0.0,1.22,5.75,13.0,1.25,5.25,9.5,14/15
2015-03-14,,Hamilton,Ross County,2.0,2.0,D,2.0,1.0,H,C Thomson,9.0,6.0,4.0,3.0,9.0,13.0,3.0,4.0,1.0,3.0,0.0,0.0,2.4,3.4,2.8,2.2,3.2,3.0,14/15
2015-03-14,,Kilmarnock,St Mirren,1.0,0.0,H,0.0,0.0,D,S McLean,8.0,5.0,4.0,2.0,11.0,11.0,5.0,8.0,1.0,2.0,0.0,0.0,2.3,3.4,3.0,2.2,3.2,3.0,14/15
2015-03-14,,Partick Thistle,St Johnstone,3.0,0.0,H,2.0,0.0,H,W Collum,8.0,2.0,4.0,1.0,8.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,2.38,3.6,2.75,2.25,3.3,2.8,14/15
2015-03-20,,Motherwell,Hamilton,4.0,0.0,H,0.0,0.0,D,C Murray,14.0,10.0,8.0,2.0,10.0,12.0,8.0,3.0,0.0,3.0,0.0,1.0,3.1,3.3,2.3,2.85,3.25,2.25,14/15
2015-03-21,,Celtic,Dundee United,3.0,0.0,H,3.0,0.0,H,K Clancy,12.0,9.0,5.0,4.0,10.0,10.0,7.0,5.0,2.0,1.0,0.0,0.0,1.18,6.5,15.0,1.2,6.0,9.75,14/15
2015-03-21,,Dundee,Aberdeen,1.0,1.0,D,0.0,1.0,A,C Thomson,6.0,6.0,2.0,3.0,6.0,12.0,2.0,10.0,2.0,1.0,0.0,0.0,4.5,3.8,1.73,4.2,3.5,1.75,14/15
2015-03-21,,Partick Thistle,Inverness CT,1.0,0.0,H,0.0,0.0,D,S McLean,7.0,2.0,3.0,1.0,6.0,8.0,9.0,4.0,1.0,0.0,0.0,0.0,3.0,3.4,2.3,2.85,3.25,2.25,14/15
2015-03-21,,Ross County,Kilmarnock,2.0,1.0,H,1.0,0.0,H,B Madden,18.0,16.0,10.0,4.0,17.0,11.0,14.0,5.0,2.0,2.0,0.0,0.0,2.15,3.5,3.2,2.05,3.4,3.1,14/15
2015-03-21,,St Johnstone,St Mirren,2.0,0.0,H,1.0,0.0,H,J Beaton,13.0,6.0,4.0,2.0,14.0,17.0,3.0,1.0,1.0,1.0,0.0,0.0,2.05,3.8,3.2,1.95,3.5,3.3,14/15
2015-04-03,,St Mirren,Celtic,0.0,2.0,A,0.0,0.0,D,A Muir,6.0,13.0,3.0,7.0,9.0,10.0,2.0,5.0,2.0,0.0,0.0,0.0,13.0,7.0,1.18,13.5,6.25,1.2,14/15
2015-04-04,,Aberdeen,Partick Thistle,0.0,0.0,D,0.0,0.0,D,K Clancy,10.0,5.0,6.0,1.0,8.0,12.0,4.0,6.0,1.0,1.0,0.0,0.0,1.5,4.33,6.0,1.44,4.0,6.5,14/15
2015-04-04,,Dundee United,Ross County,1.0,2.0,A,1.0,1.0,D,S McLean,5.0,4.0,2.0,3.0,11.0,14.0,3.0,4.0,1.0,3.0,0.0,0.0,2.1,3.3,3.5,2.1,3.25,3.2,14/15
2015-04-04,,Hamilton,St Johnstone,1.0,1.0,D,1.0,0.0,H,G Aitken,9.0,8.0,2.0,3.0,9.0,10.0,1.0,8.0,1.0,2.0,1.0,0.0,2.9,3.25,2.4,2.6,3.1,2.55,14/15
2015-04-04,,Inverness CT,Dundee,1.0,1.0,D,0.0,0.0,D,W Collum,13.0,5.0,6.0,1.0,22.0,12.0,6.0,1.0,2.0,2.0,0.0,0.0,1.8,3.5,4.5,1.62,3.7,4.75,14/15
2015-04-04,,Kilmarnock,Motherwell,1.0,2.0,A,1.0,1.0,D,E Anderson,6.0,14.0,4.0,9.0,12.0,11.0,2.0,9.0,3.0,3.0,0.0,0.0,2.2,3.3,3.3,2.1,3.1,3.3,14/15
2015-04-07,,Motherwell,St Mirren,5.0,0.0,H,3.0,0.0,H,C Thomson,14.0,14.0,8.0,5.0,15.0,12.0,8.0,5.0,0.0,2.0,0.0,0.0,2.2,3.25,3.3,2.15,3.25,3.1,14/15
2015-04-07,,Ross County,St Johnstone,1.0,0.0,H,0.0,0.0,D,K Clancy,13.0,6.0,2.0,2.0,12.0,16.0,5.0,5.0,1.0,4.0,0.0,0.0,2.5,3.2,2.88,2.55,3.2,2.55,14/15
2015-04-08,,Aberdeen,Inverness CT,1.0,0.0,H,0.0,0.0,D,C Murray,12.0,5.0,3.0,2.0,8.0,12.0,6.0,3.0,2.0,0.0,0.0,0.0,1.75,3.6,4.75,1.67,3.4,4.75,14/15
2015-04-08,,Celtic,Partick Thistle,2.0,0.0,H,1.0,0.0,H,W Collum,18.0,5.0,7.0,3.0,6.0,8.0,6.0,4.0,0.0,0.0,0.0,1.0,1.17,7.0,15.0,1.16,6.25,12.5,14/15
2015-04-08,,Dundee,Dundee United,3.0,1.0,H,2.0,1.0,H,J Beaton,7.0,9.0,7.0,4.0,15.0,18.0,6.0,9.0,3.0,4.0,0.0,0.0,2.63,3.4,2.55,2.55,3.2,2.55,14/15
2015-04-11,,Dundee United,Hamilton,1.0,0.0,H,0.0,0.0,D,A Dallas,8.0,14.0,2.0,8.0,8.0,12.0,1.0,7.0,2.0,3.0,0.0,0.0,1.83,3.75,4.0,1.78,3.4,4.1,14/15
2015-04-11,,Inverness CT,Celtic,1.0,1.0,D,1.0,1.0,D,C Thomson,4.0,9.0,1.0,5.0,18.0,18.0,3.0,9.0,4.0,3.0,0.0,0.0,6.5,4.5,1.45,5.5,4.1,1.48,14/15
2015-04-11,,Partick Thistle,Motherwell,2.0,0.0,H,0.0,0.0,D,B Madden,12.0,3.0,7.0,2.0,12.0,13.0,2.0,2.0,2.0,1.0,0.0,1.0,2.05,3.4,3.6,1.9,3.4,3.6,14/15
2015-04-11,,St Johnstone,Dundee,1.0,0.0,H,1.0,0.0,H,S McLean,8.0,7.0,5.0,1.0,13.0,13.0,3.0,2.0,0.0,1.0,0.0,0.0,2.15,3.4,3.3,2.1,3.4,3.0,14/15
2015-04-12,,Kilmarnock,Aberdeen,1.0,2.0,A,0.0,1.0,A,J Beaton,7.0,9.0,3.0,5.0,6.0,6.0,3.0,13.0,1.0,0.0,0.0,0.0,5.5,3.75,1.62,5.0,3.75,1.57,14/15
2015-04-13,,St Mirren,Ross County,0.0,3.0,A,0.0,1.0,A,W Collum,8.0,17.0,4.0,7.0,10.0,14.0,2.0,9.0,0.0,0.0,1.0,0.0,2.8,3.4,2.4,2.8,3.25,2.3,14/15
2015-04-15,,Celtic,Kilmarnock,4.0,1.0,H,0.0,0.0,D,A Crawford,18.0,2.0,8.0,2.0,7.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,1.17,7.0,15.0,1.14,6.25,15.0,14/15
2015-04-18,,Aberdeen,Dundee United,1.0,0.0,H,1.0,0.0,H,B Madden,9.0,5.0,2.0,3.0,9.0,9.0,13.0,2.0,0.0,2.0,1.0,0.0,1.57,4.33,5.0,1.57,3.9,4.75,14/15
2015-04-22,,Dundee,Celtic,1.0,2.0,A,0.0,1.0,A,C Murray,5.0,17.0,2.0,6.0,12.0,5.0,3.0,10.0,2.0,0.0,0.0,0.0,12.0,5.5,1.25,9.5,5.75,1.22,14/15
2015-04-24,,Hamilton,Motherwell,2.0,0.0,H,1.0,0.0,H,J Beaton,13.0,11.0,5.0,3.0,11.0,11.0,6.0,5.0,3.0,0.0,0.0,0.0,2.3,3.4,3.0,2.15,3.3,3.0,14/15
2015-04-25,,Dundee,St Johnstone,0.0,2.0,A,0.0,0.0,D,C Thomson,5.0,3.0,3.0,1.0,12.0,9.0,1.0,2.0,0.0,1.0,1.0,0.0,2.75,3.1,2.63,2.4,3.2,2.7,14/15
2015-04-25,,Inverness CT,Aberdeen,1.0,2.0,A,0.0,0.0,D,A Crawford,6.0,6.0,5.0,4.0,10.0,13.0,6.0,5.0,0.0,1.0,0.0,0.0,2.88,3.6,2.3,2.7,3.4,2.3,14/15
2015-04-25,,Ross County,Partick Thistle,1.0,2.0,A,1.0,1.0,D,D Robertson,1.0,12.0,1.0,7.0,9.0,12.0,2.0,6.0,2.0,0.0,0.0,0.0,2.4,3.6,2.7,2.3,3.3,2.75,14/15
2015-04-25,,St Mirren,Kilmarnock,4.0,1.0,H,2.0,0.0,H,K Clancy,14.0,13.0,6.0,6.0,6.0,16.0,12.0,6.0,1.0,3.0,0.0,0.0,2.8,3.6,2.3,2.7,3.4,2.3,14/15
2015-04-26,,Dundee United,Celtic,0.0,3.0,A,0.0,0.0,D,W Collum,5.0,8.0,3.0,5.0,4.0,8.0,3.0,11.0,1.0,1.0,0.0,0.0,9.0,5.0,1.33,7.25,4.6,1.34,14/15
2015-05-01,,Celtic,Dundee,5.0,0.0,H,2.0,0.0,H,B Madden,19.0,6.0,6.0,3.0,9.0,10.0,6.0,2.0,1.0,0.0,0.0,0.0,1.13,7.5,23.0,1.14,7.0,12.0,14/15
2015-05-02,,Dundee United,Aberdeen,1.0,0.0,H,1.0,0.0,H,J Beaton,8.0,6.0,4.0,1.0,16.0,9.0,6.0,5.0,2.0,2.0,0.0,0.0,4.0,3.75,1.83,3.7,3.4,1.85,14/15
2015-05-02,,Kilmarnock,Hamilton,2.0,3.0,A,1.0,1.0,D,S McLean,9.0,11.0,4.0,7.0,9.0,8.0,5.0,5.0,2.0,2.0,0.0,0.0,2.3,3.6,2.75,2.3,3.3,2.75,14/15
2015-05-02,,Motherwell,Ross County,1.0,1.0,D,1.0,1.0,D,A Crawford,7.0,6.0,5.0,4.0,21.0,12.0,10.0,5.0,4.0,2.0,0.0,0.0,2.7,3.4,2.5,2.6,3.2,2.5,14/15
2015-05-02,,Partick Thistle,St Mirren,3.0,0.0,H,0.0,0.0,D,C Thomson,11.0,4.0,5.0,0.0,8.0,5.0,11.0,0.0,2.0,1.0,0.0,0.0,1.57,4.0,5.5,1.65,3.6,4.6,14/15
2015-05-02,,St Johnstone,Inverness CT,1.0,1.0,D,0.0,0.0,D,A Dallas,5.0,6.0,1.0,3.0,16.0,21.0,5.0,3.0,5.0,3.0,0.0,1.0,2.7,3.6,2.4,2.65,3.1,2.5,14/15
2015-05-05,,Inverness CT,Dundee United,2.0,1.0,H,2.0,1.0,H,C Murray,9.0,7.0,3.0,2.0,14.0,15.0,4.0,4.0,1.0,2.0,0.0,0.0,1.85,3.5,4.2,1.87,3.2,4.0,14/15
2015-05-08,,Motherwell,Kilmarnock,3.0,1.0,H,2.0,0.0,H,W Collum,18.0,10.0,9.0,3.0,11.0,12.0,7.0,5.0,1.0,4.0,0.0,0.0,2.1,3.5,3.3,2.1,3.3,3.1,14/15
2015-05-09,,Dundee,Inverness CT,0.0,1.0,A,0.0,1.0,A,D Robertson,11.0,4.0,6.0,2.0,13.0,20.0,8.0,8.0,1.0,2.0,0.0,0.0,3.3,3.5,2.1,3.2,3.25,2.1,14/15
2015-05-09,,Hamilton,Partick Thistle,1.0,1.0,D,0.0,0.0,D,S Finnie,9.0,6.0,3.0,4.0,14.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,2.8,3.4,2.4,2.7,3.2,2.4,14/15
2015-05-09,,Ross County,St Mirren,1.0,2.0,A,1.0,1.0,D,S McLean,18.0,7.0,5.0,2.0,9.0,11.0,6.0,5.0,2.0,1.0,1.0,0.0,1.57,4.33,5.0,1.6,3.7,5.0,14/15
2015-05-09,,St Johnstone,Dundee United,1.0,1.0,D,0.0,0.0,D,K Clancy,9.0,13.0,3.0,3.0,13.0,9.0,7.0,6.0,3.0,3.0,0.0,0.0,2.3,3.4,3.0,2.3,3.1,2.9,14/15
2015-05-10,,Aberdeen,Celtic,0.0,1.0,A,0.0,0.0,D,C Thomson,8.0,12.0,3.0,7.0,11.0,16.0,5.0,1.0,3.0,1.0,0.0,0.0,4.33,4.0,1.73,4.1,3.5,1.75,14/15
2015-05-15,,St Johnstone,Celtic,0.0,0.0,D,0.0,0.0,D,A Crawford,16.0,12.0,7.0,4.0,9.0,16.0,11.0,7.0,3.0,3.0,0.0,0.0,8.0,4.75,1.36,6.0,5.0,1.36,14/15
2015-05-16,,Dundee,Aberdeen,1.0,1.0,D,1.0,0.0,H,E Anderson,8.0,11.0,2.0,5.0,10.0,15.0,5.0,12.0,1.0,2.0,0.0,0.0,4.5,4.0,1.7,4.4,3.6,1.67,14/15
2015-05-16,,Inverness CT,Dundee United,3.0,0.0,H,0.0,0.0,D,C Thomson,15.0,14.0,6.0,4.0,9.0,10.0,5.0,6.0,2.0,2.0,0.0,0.0,1.91,3.6,3.8,1.8,3.5,3.9,14/15
2015-05-16,,Partick Thistle,Kilmarnock,1.0,4.0,A,0.0,2.0,A,J Beaton,6.0,9.0,1.0,7.0,3.0,3.0,5.0,3.0,3.0,2.0,0.0,0.0,1.8,3.5,4.5,1.78,3.5,4.0,14/15
2015-05-16,,Ross County,Hamilton,2.0,1.0,H,0.0,1.0,A,B Madden,7.0,10.0,3.0,4.0,6.0,13.0,9.0,7.0,2.0,2.0,1.0,0.0,1.85,3.8,3.8,1.87,3.6,3.5,14/15
2015-05-16,,St Mirren,Motherwell,2.0,1.0,H,0.0,0.0,D,B Colvin,11.0,12.0,5.0,6.0,7.0,15.0,5.0,5.0,0.0,4.0,0.0,1.0,3.75,3.5,1.95,3.4,3.4,1.95,14/15
2015-05-23,,Hamilton,St Mirren,1.0,0.0,H,0.0,0.0,D,C Thomson,9.0,2.0,7.0,0.0,6.0,2.0,8.0,5.0,2.0,1.0,0.0,0.0,1.73,3.8,4.5,1.67,3.6,4.5,14/15
2015-05-23,,Kilmarnock,Ross County,1.0,2.0,A,1.0,0.0,H,E Anderson,10.0,16.0,4.0,9.0,11.0,6.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0,3.6,2.2,2.75,3.3,2.3,14/15
2015-05-23,,Motherwell,Partick Thistle,0.0,0.0,D,0.0,0.0,D,S McLean,8.0,18.0,4.0,5.0,9.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,2.9,3.4,2.38,2.75,3.3,2.3,14/15
2015-05-24,,Aberdeen,St Johnstone,0.0,1.0,A,0.0,0.0,D,W Collum,9.0,6.0,7.0,1.0,12.0,12.0,13.0,4.0,1.0,2.0,0.0,0.0,1.91,3.6,3.75,1.87,3.3,3.75,14/15
2015-05-24,,Celtic,Inverness CT,5.0,0.0,H,2.0,0.0,H,K Clancy,9.0,3.0,5.0,0.0,12.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,1.25,5.75,11.0,1.26,5.0,9.0,14/15
2015-05-24,,Dundee United,Dundee,3.0,0.0,H,2.0,0.0,H,B Madden,13.0,10.0,5.0,3.0,19.0,10.0,3.0,7.0,3.0,4.0,0.0,0.0,2.0,3.5,3.6,1.9,3.4,3.6,14/15
2013-08-02,,Partick Thistle,Dundee United,0.0,0.0,D,0.0,0.0,D,C Thomson,10.0,10.0,3.0,6.0,3.0,6.0,10.0,6.0,3.0,1.0,0.0,0.0,2.88,3.3,2.4,2.85,3.1,2.35,13/14
2013-08-03,,Aberdeen,Kilmarnock,2.0,1.0,H,1.0,0.0,H,J Beaton,4.0,3.0,2.0,0.0,9.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,1.85,3.5,4.0,1.91,3.4,3.5,13/14
2013-08-03,,Celtic,Ross County,2.0,1.0,H,1.0,1.0,D,W Collum,25.0,5.0,9.0,1.0,7.0,16.0,8.0,5.0,0.0,1.0,0.0,0.0,1.25,5.5,12.0,1.22,5.75,9.25,13/14
2013-08-03,,Inverness CT,St Mirren,3.0,0.0,H,0.0,0.0,D,K Clancy,6.0,6.0,3.0,2.0,8.0,8.0,1.0,2.0,1.0,3.0,0.0,0.0,1.95,3.4,3.9,1.9,3.3,3.7,13/14
2013-08-04,,Hibernian,Motherwell,0.0,1.0,A,0.0,0.0,D,B Madden,8.0,11.0,3.0,4.0,9.0,10.0,5.0,5.0,1.0,2.0,0.0,0.0,3.0,3.25,2.38,3.1,3.25,2.45,13/14
2013-08-04,,St Johnstone,Hearts,1.0,0.0,H,1.0,0.0,H,S McLean,11.0,2.0,3.0,0.0,16.0,15.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0,3.3,3.8,2.05,3.1,3.5,13/14
2013-08-10,,Dundee United,Inverness CT,0.0,1.0,A,0.0,1.0,A,S McLean,4.0,13.0,2.0,2.0,11.0,9.0,0.0,4.0,2.0,3.0,0.0,0.0,2.3,3.25,2.88,2.25,3.2,2.9,13/14
2013-08-10,,Ross County,Partick Thistle,1.0,3.0,A,0.0,1.0,A,A Muir,13.0,13.0,3.0,10.0,8.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,3.3,3.75,1.95,3.2,3.6,13/14
2013-08-11,,Hearts,Hibernian,1.0,0.0,H,0.0,0.0,D,C Thomson,9.0,12.0,4.0,3.0,20.0,16.0,5.0,2.0,4.0,4.0,0.0,0.0,2.25,3.4,2.8,2.25,3.2,2.9,13/14
2013-08-11,,Kilmarnock,St Johnstone,0.0,0.0,D,0.0,0.0,D,W Collum,8.0,7.0,5.0,2.0,12.0,15.0,4.0,3.0,1.0,0.0,0.0,0.0,3.2,3.25,2.25,3.0,3.2,2.2,13/14
2013-08-11,,Motherwell,Aberdeen,1.0,3.0,A,1.0,0.0,H,K Clancy,4.0,9.0,2.0,3.0,16.0,15.0,3.0,4.0,5.0,2.0,0.0,0.0,2.3,3.25,2.88,2.3,3.25,2.8,13/14
2013-08-16,,Partick Thistle,Hearts,1.0,1.0,D,0.0,0.0,D,B Madden,15.0,11.0,5.0,4.0,10.0,10.0,4.0,4.0,1.0,1.0,0.0,0.0,2.15,3.2,3.5,2.15,3.3,3.0,13/14
2013-08-17,,Aberdeen,Celtic,0.0,2.0,A,0.0,1.0,A,C Murray,3.0,11.0,2.0,4.0,8.0,9.0,1.0,7.0,2.0,3.0,1.0,0.0,4.2,3.3,1.91,3.75,3.4,1.85,13/14
2013-08-17,,Hibernian,Dundee United,1.0,1.0,D,0.0,1.0,A,C Allan,8.0,10.0,4.0,2.0,13.0,11.0,6.0,7.0,3.0,2.0,1.0,1.0,2.75,3.2,2.55,2.7,3.0,2.5,13/14
2013-08-17,,Inverness CT,Motherwell,2.0,0.0,H,2.0,0.0,H,I Brines,13.0,13.0,4.0,3.0,9.0,9.0,2.0,6.0,2.0,1.0,0.0,0.0,2.38,3.25,3.0,2.4,3.25,2.65,13/14
2013-08-17,,St Johnstone,Ross County,4.0,0.0,H,2.0,0.0,H,B Colvin,17.0,2.0,6.0,0.0,9.0,19.0,5.0,4.0,0.0,4.0,0.0,0.0,1.85,3.5,4.2,1.8,3.4,4.0,13/14
2013-08-17,,St Mirren,Kilmarnock,1.0,1.0,D,0.0,0.0,D,J Beaton,12.0,7.0,5.0,3.0,11.0,12.0,4.0,3.0,1.0,0.0,0.0,1.0,2.3,3.3,3.1,2.25,3.2,2.9,13/14
2013-08-24,,Celtic,Inverness CT,2.0,2.0,D,1.0,2.0,A,C Thomson,21.0,7.0,7.0,3.0,9.0,8.0,11.0,3.0,1.0,1.0,0.0,0.0,1.44,4.33,7.0,1.4,4.1,7.25,13/14
2013-08-24,,Dundee United,St Johnstone,4.0,0.0,H,3.0,0.0,H,B Madden,10.0,4.0,6.0,1.0,12.0,8.0,10.0,6.0,2.0,2.0,0.0,0.0,2.63,3.25,2.63,2.4,3.25,2.65,13/14
2013-08-24,,Hearts,Aberdeen,2.0,1.0,H,1.0,0.0,H,A Muir,10.0,11.0,4.0,3.0,13.0,15.0,5.0,6.0,1.0,2.0,1.0,0.0,3.25,3.5,2.1,3.1,3.2,2.15,13/14
2013-08-24,,Kilmarnock,Hibernian,1.0,2.0,A,1.0,0.0,H,K Clancy,8.0,4.0,3.0,4.0,7.0,7.0,6.0,3.0,1.0,2.0,0.0,0.0,2.3,3.25,3.1,2.3,3.2,2.85,13/14
2013-08-24,,Motherwell,Partick Thistle,1.0,0.0,H,1.0,0.0,H,E Norris,16.0,9.0,5.0,4.0,11.0,7.0,5.0,6.0,3.0,3.0,0.0,0.0,2.1,3.4,3.4,1.87,3.3,3.8,13/14
2013-08-24,,Ross County,St Mirren,3.0,0.0,H,2.0,0.0,H,C Murray,13.0,12.0,8.0,5.0,18.0,8.0,4.0,6.0,1.0,1.0,0.0,0.0,2.5,3.2,2.8,2.45,3.1,2.7,13/14
2013-08-31,,Aberdeen,St Johnstone,0.0,0.0,D,0.0,0.0,D,S McLean,17.0,8.0,5.0,3.0,14.0,9.0,12.0,6.0,1.0,2.0,0.0,0.0,2.25,3.25,3.25,2.15,3.3,3.0,13/14
2013-08-31,,Dundee United,Celtic,0.0,1.0,A,0.0,0.0,D,C Allan,3.0,10.0,2.0,2.0,11.0,12.0,3.0,5.0,1.0,1.0,0.0,0.0,6.0,4.1,1.53,5.25,3.8,1.55,13/14
2013-08-31,,Hibernian,Ross County,0.0,0.0,D,0.0,0.0,D,I Brines,8.0,11.0,1.0,2.0,9.0,15.0,4.0,0.0,0.0,3.0,0.0,0.0,2.38,3.4,2.88,2.2,3.25,2.95,13/14
2013-08-31,,Inverness CT,Hearts,2.0,0.0,H,2.0,0.0,H,J Beaton,19.0,3.0,7.0,0.0,13.0,11.0,8.0,1.0,1.0,1.0,0.0,1.0,1.75,3.6,4.75,1.78,3.5,4.0,13/14
2013-08-31,,Motherwell,Kilmarnock,2.0,1.0,H,2.0,1.0,H,C Charleston,12.0,11.0,7.0,4.0,13.0,11.0,3.0,7.0,2.0,2.0,1.0,0.0,1.91,3.5,4.0,1.91,3.3,3.6,13/14
2013-08-31,,St Mirren,Partick Thistle,1.0,2.0,A,0.0,0.0,D,W Collum,10.0,17.0,3.0,6.0,8.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,2.5,3.3,2.8,2.35,3.25,2.7,13/14
2013-09-14,,Hearts,Celtic,1.0,3.0,A,0.0,1.0,A,W Collum,6.0,10.0,3.0,4.0,9.0,13.0,2.0,11.0,2.0,3.0,0.0,0.0,8.5,4.75,1.36,7.25,4.4,1.36,13/14
2013-09-14,,Kilmarnock,Inverness CT,1.0,2.0,A,0.0,1.0,A,S McLean,7.0,7.0,4.0,3.0,9.0,14.0,7.0,4.0,1.0,1.0,0.0,0.0,3.8,3.5,1.95,3.2,3.5,2.0,13/14
